,region,date,year,month,popn,obs
1018,Daly - Tiwi - West Arnhem,30/11/2020,2020,11,18017,0
1019,Darwin_Region,30/11/2020,2020,11,86853,71
1020,East Arnhem,30/11/2020,2020,11,14526,12
1021,East Pilbara,30/11/2020,2020,11,26691,21
1022,Far North,30/11/2020,2020,11,33223,36
1023,Innisfail - Cassowary Coast,30/11/2020,2020,11,35946,11
1024,Katherine,30/11/2020,2020,11,21121,56
1025,Kimberley,30/11/2020,2020,11,38254,100
1026,Litchfield,30/11/2020,2020,11,23002,0
1027,Mackay,30/11/2020,2020,11,121612,9
1028,Outback - North,30/11/2020,2020,11,31092,21
1029,Palmerston,30/11/2020,2020,11,38950,15
1030,Port Douglas - Daintree,30/11/2020,2020,11,12310,7
1031,Tablelands (East) - Kuranda,30/11/2020,2020,11,43119,23
1032,Townsville,30/11/2020,2020,11,195071,30
1033,West Pilbara,30/11/2020,2020,11,32242,22
1034,Whitsunday,30/11/2020,2020,11,23490,1
1035,Alice Springs,31/12/2020,2020,12,40421,11
1036,Barkly,31/12/2020,2020,12,6053,20
1037,Bowen Basin - North,31/12/2020,2020,12,35865,1
1038,Cairns_Region,31/12/2020,2020,12,165350,37
1039,Charters Towers - Ayr - Ingham,31/12/2020,2020,12,41999,11
1040,Daly - Tiwi - West Arnhem,31/12/2020,2020,12,18017,4
1041,Darwin_Region,31/12/2020,2020,12,86853,92
1042,East Arnhem,31/12/2020,2020,12,14526,9
1043,East Pilbara,31/12/2020,2020,12,26691,34
1044,Far North,31/12/2020,2020,12,33223,42
1045,Innisfail - Cassowary Coast,31/12/2020,2020,12,35946,10
1046,Katherine,31/12/2020,2020,12,21121,59
1047,Kimberley,31/12/2020,2020,12,38254,101
1048,Litchfield,31/12/2020,2020,12,23002,0
1049,Mackay,31/12/2020,2020,12,121612,14
1050,Outback - North,31/12/2020,2020,12,31092,36
1051,Palmerston,31/12/2020,2020,12,38950,22
1052,Port Douglas - Daintree,31/12/2020,2020,12,12310,7
1053,Tablelands (East) - Kuranda,31/12/2020,2020,12,43119,25
1054,Townsville,31/12/2020,2020,12,195071,31
1055,West Pilbara,31/12/2020,2020,12,32242,38
1056,Whitsunday,31/12/2020,2020,12,23490,3
1057,Alice Springs,31/1/2021,2021,1,40693,27
1058,Barkly,31/1/2021,2021,1,6020,27
1059,Bowen Basin - North,31/1/2021,2021,1,36377,4
1060,Cairns_Region,31/1/2021,2021,1,165605,56
1061,Charters Towers - Ayr - Ingham,31/1/2021,2021,1,41888,17
1062,Daly - Tiwi - West Arnhem,31/1/2021,2021,1,18021,3
1063,Darwin_Region,31/1/2021,2021,1,86688,129
1064,East Arnhem,31/1/2021,2021,1,14520,10
1065,East Pilbara,31/1/2021,2021,1,27037,39
1066,Far North,31/1/2021,2021,1,33068,61
1067,Innisfail - Cassowary Coast,31/1/2021,2021,1,35830,10
1068,Katherine,31/1/2021,2021,1,21145,61
1069,Kimberley,31/1/2021,2021,1,38717,177
1070,Litchfield,31/1/2021,2021,1,22599,1
1071,Mackay,31/1/2021,2021,1,123183,20
1072,Outback - North,31/1/2021,2021,1,31144,56
1073,Palmerston,31/1/2021,2021,1,39514,23
1074,Port Douglas - Daintree,31/1/2021,2021,1,12360,12
1075,Tablelands (East) - Kuranda,31/1/2021,2021,1,43354,26
1076,Townsville,31/1/2021,2021,1,195564,51
1077,West Pilbara,31/1/2021,2021,1,31206,40
1078,Whitsunday,31/1/2021,2021,1,23709,0
1079,Alice Springs,28/2/2021,2021,2,40693,19
1080,Barkly,28/2/2021,2021,2,6020,56
1081,Bowen Basin - North,28/2/2021,2021,2,36377,4
1082,Cairns_Region,28/2/2021,2021,2,165605,48
1083,Charters Towers - Ayr - Ingham,28/2/2021,2021,2,41888,21
1084,Daly - Tiwi - West Arnhem,28/2/2021,2021,2,18021,6
1085,Darwin_Region,28/2/2021,2021,2,86688,96
1086,East Arnhem,28/2/2021,2021,2,14520,4
1087,East Pilbara,28/2/2021,2021,2,27037,40
1088,Far North,28/2/2021,2021,2,33068,62
1089,Innisfail - Cassowary Coast,28/2/2021,2021,2,35830,14
1090,Katherine,28/2/2021,2021,2,21145,61
1091,Kimberley,28/2/2021,2021,2,38717,123
1092,Litchfield,28/2/2021,2021,2,22599,0
1093,Mackay,28/2/2021,2021,2,123183,7
1094,Outback - North,28/2/2021,2021,2,31144,61
1095,Palmerston,28/2/2021,2021,2,39514,25
1096,Port Douglas - Daintree,28/2/2021,2021,2,12360,5
1097,Tablelands (East) - Kuranda,28/2/2021,2021,2,43354,18
1098,Townsville,28/2/2021,2021,2,195564,46
1099,West Pilbara,28/2/2021,2021,2,31206,37
1100,Whitsunday,28/2/2021,2021,2,23709,7
1101,Alice Springs,31/3/2021,2021,3,40693,21
1102,Barkly,31/3/2021,2021,3,6020,48
1103,Bowen Basin - North,31/3/2021,2021,3,36377,0
1104,Cairns_Region,31/3/2021,2021,3,165605,49
1105,Charters Towers - Ayr - Ingham,31/3/2021,2021,3,41888,10
1106,Daly - Tiwi - West Arnhem,31/3/2021,2021,3,18021,2
1107,Darwin_Region,31/3/2021,2021,3,86688,106
1108,East Arnhem,31/3/2021,2021,3,14520,12
1109,East Pilbara,31/3/2021,2021,3,27037,33
1110,Far North,31/3/2021,2021,3,33068,47
1111,Innisfail - Cassowary Coast,31/3/2021,2021,3,35830,8
1112,Katherine,31/3/2021,2021,3,21145,68
1113,Kimberley,31/3/2021,2021,3,38717,118
1114,Litchfield,31/3/2021,2021,3,22599,0
1115,Mackay,31/3/2021,2021,3,123183,15
1116,Outback - North,31/3/2021,2021,3,31144,44
1117,Palmerston,31/3/2021,2021,3,39514,21
1118,Port Douglas - Daintree,31/3/2021,2021,3,12360,5
1119,Tablelands (East) - Kuranda,31/3/2021,2021,3,43354,27
1120,Townsville,31/3/2021,2021,3,195564,53
1121,West Pilbara,31/3/2021,2021,3,31206,30
1122,Whitsunday,31/3/2021,2021,3,23709,6
1123,Alice Springs,30/4/2021,2021,4,40693,9
1124,Barkly,30/4/2021,2021,4,6020,58
1125,Bowen Basin - North,30/4/2021,2021,4,36377,3
1126,Cairns_Region,30/4/2021,2021,4,165605,38
1127,Charters Towers - Ayr - Ingham,30/4/2021,2021,4,41888,12
1128,Daly - Tiwi - West Arnhem,30/4/2021,2021,4,18021,1
1129,Darwin_Region,30/4/2021,2021,4,86688,100
1130,East Arnhem,30/4/2021,2021,4,14520,13
1131,East Pilbara,30/4/2021,2021,4,27037,25
1132,Far North,30/4/2021,2021,4,33068,30
1133,Innisfail - Cassowary Coast,30/4/2021,2021,4,35830,15
1134,Katherine,30/4/2021,2021,4,21145,49
1135,Kimberley,30/4/2021,2021,4,38717,90
1136,Litchfield,30/4/2021,2021,4,22599,1
1137,Mackay,30/4/2021,2021,4,123183,19
1138,Outback - North,30/4/2021,2021,4,31144,42
1139,Palmerston,30/4/2021,2021,4,39514,12
1140,Port Douglas - Daintree,30/4/2021,2021,4,12360,8
1141,Tablelands (East) - Kuranda,30/4/2021,2021,4,43354,25
1142,Townsville,30/4/2021,2021,4,195564,48
1143,West Pilbara,30/4/2021,2021,4,31206,19
1144,Whitsunday,30/4/2021,2021,4,23709,6
1145,Alice Springs,31/5/2021,2021,5,40693,17
1146,Barkly,31/5/2021,2021,5,6020,33
1147,Bowen Basin - North,31/5/2021,2021,5,36377,4
1148,Cairns_Region,31/5/2021,2021,5,165605,49
1149,Charters Towers - Ayr - Ingham,31/5/2021,2021,5,41888,12
1150,Daly - Tiwi - West Arnhem,31/5/2021,2021,5,18021,0
1151,Darwin_Region,31/5/2021,2021,5,86688,94
1152,East Arnhem,31/5/2021,2021,5,14520,10
1153,East Pilbara,31/5/2021,2021,5,27037,30
1154,Far North,31/5/2021,2021,5,33068,30
1155,Innisfail - Cassowary Coast,31/5/2021,2021,5,35830,7
1156,Katherine,31/5/2021,2021,5,21145,40
1157,Kimberley,31/5/2021,2021,5,38717,88
1158,Litchfield,31/5/2021,2021,5,22599,1
1159,Mackay,31/5/2021,2021,5,123183,13
1160,Outback - North,31/5/2021,2021,5,31144,41
1161,Palmerston,31/5/2021,2021,5,39514,18
1162,Port Douglas - Daintree,31/5/2021,2021,5,12360,7
1163,Tablelands (East) - Kuranda,31/5/2021,2021,5,43354,21
1164,Townsville,31/5/2021,2021,5,195564,36
1165,West Pilbara,31/5/2021,2021,5,31206,18
1166,Whitsunday,31/5/2021,2021,5,23709,1
1167,Alice Springs,30/6/2021,2021,6,40693,13
1168,Barkly,30/6/2021,2021,6,6020,37
1169,Bowen Basin - North,30/6/2021,2021,6,36377,2
1170,Cairns_Region,30/6/2021,2021,6,165605,33
1171,Charters Towers - Ayr - Ingham,30/6/2021,2021,6,41888,15
1172,Daly - Tiwi - West Arnhem,30/6/2021,2021,6,18021,4
1173,Darwin_Region,30/6/2021,2021,6,86688,78
1174,East Arnhem,30/6/2021,2021,6,14520,9
1175,East Pilbara,30/6/2021,2021,6,27037,23
1176,Far North,30/6/2021,2021,6,33068,35
1177,Innisfail - Cassowary Coast,30/6/2021,2021,6,35830,3
1178,Katherine,30/6/2021,2021,6,21145,40
1179,Kimberley,30/6/2021,2021,6,38717,74
1180,Litchfield,30/6/2021,2021,6,22599,1
1181,Mackay,30/6/2021,2021,6,123183,15
1182,Outback - North,30/6/2021,2021,6,31144,33
1183,Palmerston,30/6/2021,2021,6,39514,15
1184,Port Douglas - Daintree,30/6/2021,2021,6,12360,5
1185,Tablelands (East) - Kuranda,30/6/2021,2021,6,43354,16
1186,Townsville,30/6/2021,2021,6,195564,27
1187,West Pilbara,30/6/2021,2021,6,31206,28
1188,Whitsunday,30/6/2021,2021,6,23709,0
1189,Alice Springs,31/7/2021,2021,7,40693,9
1190,Barkly,31/7/2021,2021,7,6020,31
1191,Bowen Basin - North,31/7/2021,2021,7,36377,1
1192,Cairns_Region,31/7/2021,2021,7,165605,45
1193,Charters Towers - Ayr - Ingham,31/7/2021,2021,7,41888,10
1194,Daly - Tiwi - West Arnhem,31/7/2021,2021,7,18021,4
1195,Darwin_Region,31/7/2021,2021,7,86688,84
1196,East Arnhem,31/7/2021,2021,7,14520,13
1197,East Pilbara,31/7/2021,2021,7,27037,20
1198,Far North,31/7/2021,2021,7,33068,43
1199,Innisfail - Cassowary Coast,31/7/2021,2021,7,35830,4
1200,Katherine,31/7/2021,2021,7,21145,56
1201,Kimberley,31/7/2021,2021,7,38717,87
1202,Litchfield,31/7/2021,2021,7,22599,0
1203,Mackay,31/7/2021,2021,7,123183,12
1204,Outback - North,31/7/2021,2021,7,31144,24
1205,Palmerston,31/7/2021,2021,7,39514,20
1206,Port Douglas - Daintree,31/7/2021,2021,7,12360,3
1207,Tablelands (East) - Kuranda,31/7/2021,2021,7,43354,8
1208,Townsville,31/7/2021,2021,7,195564,30
1209,West Pilbara,31/7/2021,2021,7,31206,14
1210,Whitsunday,31/7/2021,2021,7,23709,0
1211,Alice Springs,31/8/2021,2021,8,40693,6
1212,Barkly,31/8/2021,2021,8,6020,27
1213,Bowen Basin - North,31/8/2021,2021,8,36377,1
1214,Cairns_Region,31/8/2021,2021,8,165605,41
1215,Charters Towers - Ayr - Ingham,31/8/2021,2021,8,41888,10
1216,Daly - Tiwi - West Arnhem,31/8/2021,2021,8,18021,1
1217,Darwin_Region,31/8/2021,2021,8,86688,77
1218,East Arnhem,31/8/2021,2021,8,14520,5
1219,East Pilbara,31/8/2021,2021,8,27037,21
1220,Far North,31/8/2021,2021,8,33068,41
1221,Innisfail - Cassowary Coast,31/8/2021,2021,8,35830,3
1222,Katherine,31/8/2021,2021,8,21145,46
1223,Kimberley,31/8/2021,2021,8,38717,58
1224,Litchfield,31/8/2021,2021,8,22599,0
1225,Mackay,31/8/2021,2021,8,123183,4
1226,Outback - North,31/8/2021,2021,8,31144,27
1227,Palmerston,31/8/2021,2021,8,39514,10
1228,Port Douglas - Daintree,31/8/2021,2021,8,12360,1
1229,Tablelands (East) - Kuranda,31/8/2021,2021,8,43354,17
1230,Townsville,31/8/2021,2021,8,195564,29
1231,West Pilbara,31/8/2021,2021,8,31206,16
1232,Whitsunday,31/8/2021,2021,8,23709,2
1233,Alice Springs,30/9/2021,2021,9,40693,6
1234,Barkly,30/9/2021,2021,9,6020,29
1235,Bowen Basin - North,30/9/2021,2021,9,36377,4
1236,Cairns_Region,30/9/2021,2021,9,165605,32
1237,Charters Towers - Ayr - Ingham,30/9/2021,2021,9,41888,6
1238,Daly - Tiwi - West Arnhem,30/9/2021,2021,9,18021,0
1239,Darwin_Region,30/9/2021,2021,9,86688,72
1240,East Arnhem,30/9/2021,2021,9,14520,9
1241,East Pilbara,30/9/2021,2021,9,27037,10
1242,Far North,30/9/2021,2021,9,33068,38
1243,Innisfail - Cassowary Coast,30/9/2021,2021,9,35830,4
1244,Katherine,30/9/2021,2021,9,21145,43
1245,Kimberley,30/9/2021,2021,9,38717,71
1246,Litchfield,30/9/2021,2021,9,22599,0
1247,Mackay,30/9/2021,2021,9,123183,9
1248,Outback - North,30/9/2021,2021,9,31144,30
1249,Palmerston,30/9/2021,2021,9,39514,15
1250,Port Douglas - Daintree,30/9/2021,2021,9,12360,4
1251,Tablelands (East) - Kuranda,30/9/2021,2021,9,43354,4
1252,Townsville,30/9/2021,2021,9,195564,33
1253,West Pilbara,30/9/2021,2021,9,31206,14
1254,Whitsunday,30/9/2021,2021,9,23709,0
1255,Alice Springs,31/10/2021,2021,10,40693,12
1256,Barkly,31/10/2021,2021,10,6020,38
1257,Bowen Basin - North,31/10/2021,2021,10,36377,2
1258,Cairns_Region,31/10/2021,2021,10,165605,34
1259,Charters Towers - Ayr - Ingham,31/10/2021,2021,10,41888,7
1260,Daly - Tiwi - West Arnhem,31/10/2021,2021,10,18021,1
1261,Darwin_Region,31/10/2021,2021,10,86688,83
1262,East Arnhem,31/10/2021,2021,10,14520,13
1263,East Pilbara,31/10/2021,2021,10,27037,28
1264,Far North,31/10/2021,2021,10,33068,35
1265,Innisfail - Cassowary Coast,31/10/2021,2021,10,35830,8
1266,Katherine,31/10/2021,2021,10,21145,34
1267,Kimberley,31/10/2021,2021,10,38717,78
1268,Litchfield,31/10/2021,2021,10,22599,0
1269,Mackay,31/10/2021,2021,10,123183,15
1270,Outback - North,31/10/2021,2021,10,31144,23
1271,Palmerston,31/10/2021,2021,10,39514,13
1272,Port Douglas - Daintree,31/10/2021,2021,10,12360,5
1273,Tablelands (East) - Kuranda,31/10/2021,2021,10,43354,11
1274,Townsville,31/10/2021,2021,10,195564,38
1275,West Pilbara,31/10/2021,2021,10,31206,11
1276,Whitsunday,31/10/2021,2021,10,23709,0
1277,Alice Springs,30/11/2021,2021,11,40693,16
1278,Barkly,30/11/2021,2021,11,6020,27
1279,Bowen Basin - North,30/11/2021,2021,11,36377,2
1280,Cairns_Region,30/11/2021,2021,11,165605,27
1281,Charters Towers - Ayr - Ingham,30/11/2021,2021,11,41888,4
1282,Daly - Tiwi - West Arnhem,30/11/2021,2021,11,18021,4
1283,Darwin_Region,30/11/2021,2021,11,86688,83
1284,East Arnhem,30/11/2021,2021,11,14520,12
1285,East Pilbara,30/11/2021,2021,11,27037,26
1286,Far North,30/11/2021,2021,11,33068,53
1287,Innisfail - Cassowary Coast,30/11/2021,2021,11,35830,10
1288,Katherine,30/11/2021,2021,11,21145,49
1289,Kimberley,30/11/2021,2021,11,38717,85
1290,Litchfield,30/11/2021,2021,11,22599,1
1291,Mackay,30/11/2021,2021,11,123183,7
1292,Outback - North,30/11/2021,2021,11,31144,25
1293,Palmerston,30/11/2021,2021,11,39514,15
1294,Port Douglas - Daintree,30/11/2021,2021,11,12360,8
1295,Tablelands (East) - Kuranda,30/11/2021,2021,11,43354,11
1296,Townsville,30/11/2021,2021,11,195564,25
1297,West Pilbara,30/11/2021,2021,11,31206,16
1298,Whitsunday,30/11/2021,2021,11,23709,2
1299,Alice Springs,31/12/2021,2021,12,40693,14
1300,Barkly,31/12/2021,2021,12,6020,30
1301,Bowen Basin - North,31/12/2021,2021,12,36377,0
1302,Cairns_Region,31/12/2021,2021,12,165605,31
1303,Charters Towers - Ayr - Ingham,31/12/2021,2021,12,41888,9
1304,Daly - Tiwi - West Arnhem,31/12/2021,2021,12,18021,4
1305,Darwin_Region,31/12/2021,2021,12,86688,74
1306,East Arnhem,31/12/2021,2021,12,14520,7
1307,East Pilbara,31/12/2021,2021,12,27037,19
1308,Far North,31/12/2021,2021,12,33068,33
1309,Innisfail - Cassowary Coast,31/12/2021,2021,12,35830,13
1310,Katherine,31/12/2021,2021,12,21145,38
1311,Kimberley,31/12/2021,2021,12,38717,110
1312,Litchfield,31/12/2021,2021,12,22599,0
1313,Mackay,31/12/2021,2021,12,123183,15
1314,Outback - North,31/12/2021,2021,12,31144,23
1315,Palmerston,31/12/2021,2021,12,39514,25
1316,Port Douglas - Daintree,31/12/2021,2021,12,12360,3
1317,Tablelands (East) - Kuranda,31/12/2021,2021,12,43354,19
1318,Townsville,31/12/2021,2021,12,195564,31
1319,West Pilbara,31/12/2021,2021,12,31206,16
1320,Whitsunday,31/12/2021,2021,12,23709,4
1321,Alice Springs,31/1/2022,2022,1,41043,76
1322,Barkly,31/1/2022,2022,1,6033,27
1323,Bowen Basin - North,31/1/2022,2022,1,37067,0
1324,Cairns_Region,31/1/2022,2022,1,168527,39
1325,Charters Towers - Ayr - Ingham,31/1/2022,2022,1,42136,6
1326,Daly - Tiwi - West Arnhem,31/1/2022,2022,1,18120,3
1327,Darwin_Region,31/1/2022,2022,1,86500,97
1328,East Arnhem,31/1/2022,2022,1,14589,13
1329,East Pilbara,31/1/2022,2022,1,27294,44
1330,Far North,31/1/2022,2022,1,33203,54
1331,Innisfail - Cassowary Coast,31/1/2022,2022,1,36020,4
1332,Katherine,31/1/2022,2022,1,21335,45
1333,Kimberley,31/1/2022,2022,1,38932,156
1334,Litchfield,31/1/2022,2022,1,22758,2
1335,Mackay,31/1/2022,2022,1,125162,16
1336,Outback - North,31/1/2022,2022,1,31172,31
1337,Palmerston,31/1/2022,2022,1,40324,13
1338,Port Douglas - Daintree,31/1/2022,2022,1,12604,4
1339,Tablelands (East) - Kuranda,31/1/2022,2022,1,43928,11
1340,Townsville,31/1/2022,2022,1,198622,45
1341,West Pilbara,31/1/2022,2022,1,31610,21
1342,Whitsunday,31/1/2022,2022,1,24283,0
1343,Alice Springs,28/2/2022,2022,2,41043,64
1344,Barkly,28/2/2022,2022,2,6033,45
1345,Bowen Basin - North,28/2/2022,2022,2,37067,1
1346,Cairns_Region,28/2/2022,2022,2,168527,35
1347,Charters Towers - Ayr - Ingham,28/2/2022,2022,2,42136,7
1348,Daly - Tiwi - West Arnhem,28/2/2022,2022,2,18120,2
1349,Darwin_Region,28/2/2022,2022,2,86500,104
1350,East Arnhem,28/2/2022,2022,2,14589,12
1351,East Pilbara,28/2/2022,2022,2,27294,36
1352,Far North,28/2/2022,2022,2,33203,34
1353,Innisfail - Cassowary Coast,28/2/2022,2022,2,36020,6
1354,Katherine,28/2/2022,2022,2,21335,31
1355,Kimberley,28/2/2022,2022,2,38932,110
1356,Litchfield,28/2/2022,2022,2,22758,0
1357,Mackay,28/2/2022,2022,2,125162,9
1358,Outback - North,28/2/2022,2022,2,31172,32
1359,Palmerston,28/2/2022,2022,2,40324,22
1360,Port Douglas - Daintree,28/2/2022,2022,2,12604,5
1361,Tablelands (East) - Kuranda,28/2/2022,2022,2,43928,10
1362,Townsville,28/2/2022,2022,2,198622,40
1363,West Pilbara,28/2/2022,2022,2,31610,22
1364,Whitsunday,28/2/2022,2022,2,24283,0
1365,Alice Springs,31/3/2022,2022,3,41043,104
1366,Barkly,31/3/2022,2022,3,6033,40
1367,Bowen Basin - North,31/3/2022,2022,3,37067,1
1368,Cairns_Region,31/3/2022,2022,3,168527,35
1369,Charters Towers - Ayr - Ingham,31/3/2022,2022,3,42136,8
1370,Daly - Tiwi - West Arnhem,31/3/2022,2022,3,18120,6
1371,Darwin_Region,31/3/2022,2022,3,86500,92
1372,East Arnhem,31/3/2022,2022,3,14589,23
1373,East Pilbara,31/3/2022,2022,3,27294,21
1374,Far North,31/3/2022,2022,3,33203,48
1375,Innisfail - Cassowary Coast,31/3/2022,2022,3,36020,15
1376,Katherine,31/3/2022,2022,3,21335,38
1377,Kimberley,31/3/2022,2022,3,38932,91
1378,Litchfield,31/3/2022,2022,3,22758,3
1379,Mackay,31/3/2022,2022,3,125162,24
1380,Outback - North,31/3/2022,2022,3,31172,47
1381,Palmerston,31/3/2022,2022,3,40324,19
1382,Port Douglas - Daintree,31/3/2022,2022,3,12604,11
1383,Tablelands (East) - Kuranda,31/3/2022,2022,3,43928,16
1384,Townsville,31/3/2022,2022,3,198622,36
1385,West Pilbara,31/3/2022,2022,3,31610,24
1386,Whitsunday,31/3/2022,2022,3,24283,0
1387,Alice Springs,30/4/2022,2022,4,41043,139
1388,Barkly,30/4/2022,2022,4,6033,31
1389,Bowen Basin - North,30/4/2022,2022,4,37067,1
1390,Cairns_Region,30/4/2022,2022,4,168527,29
1391,Charters Towers - Ayr - Ingham,30/4/2022,2022,4,42136,3
1392,Daly - Tiwi - West Arnhem,30/4/2022,2022,4,18120,2
1393,Darwin_Region,30/4/2022,2022,4,86500,79
1394,East Arnhem,30/4/2022,2022,4,14589,12
1395,East Pilbara,30/4/2022,2022,4,27294,16
1396,Far North,30/4/2022,2022,4,33203,46
1397,Innisfail - Cassowary Coast,30/4/2022,2022,4,36020,6
1398,Katherine,30/4/2022,2022,4,21335,59
1399,Kimberley,30/4/2022,2022,4,38932,71
1400,Litchfield,30/4/2022,2022,4,22758,0
1401,Mackay,30/4/2022,2022,4,125162,10
1402,Outback - North,30/4/2022,2022,4,31172,35
1403,Palmerston,30/4/2022,2022,4,40324,25
1404,Port Douglas - Daintree,30/4/2022,2022,4,12604,1
1405,Tablelands (East) - Kuranda,30/4/2022,2022,4,43928,21
1406,Townsville,30/4/2022,2022,4,198622,21
1407,West Pilbara,30/4/2022,2022,4,31610,15
1408,Whitsunday,30/4/2022,2022,4,24283,5
1409,Alice Springs,31/5/2022,2022,5,41043,141
1410,Barkly,31/5/2022,2022,5,6033,32
1411,Bowen Basin - North,31/5/2022,2022,5,37067,1
1412,Cairns_Region,31/5/2022,2022,5,168527,46
1413,Charters Towers - Ayr - Ingham,31/5/2022,2022,5,42136,5
1414,Daly - Tiwi - West Arnhem,31/5/2022,2022,5,18120,2
1415,Darwin_Region,31/5/2022,2022,5,86500,69
1416,East Arnhem,31/5/2022,2022,5,14589,21
1417,East Pilbara,31/5/2022,2022,5,27294,26
1418,Far North,31/5/2022,2022,5,33203,47
1419,Innisfail - Cassowary Coast,31/5/2022,2022,5,36020,11
1420,Katherine,31/5/2022,2022,5,21335,52
1421,Kimberley,31/5/2022,2022,5,38932,69
1422,Litchfield,31/5/2022,2022,5,22758,0
1423,Mackay,31/5/2022,2022,5,125162,7
1424,Outback - North,31/5/2022,2022,5,31172,46
1425,Palmerston,31/5/2022,2022,5,40324,30
1426,Port Douglas - Daintree,31/5/2022,2022,5,12604,3
1427,Tablelands (East) - Kuranda,31/5/2022,2022,5,43928,13
1428,Townsville,31/5/2022,2022,5,198622,26
1429,West Pilbara,31/5/2022,2022,5,31610,16
1430,Whitsunday,31/5/2022,2022,5,24283,3
1431,Alice Springs,30/6/2022,2022,6,41043,111
1432,Barkly,30/6/2022,2022,6,6033,9
1433,Bowen Basin - North,30/6/2022,2022,6,37067,1
1434,Cairns_Region,30/6/2022,2022,6,168527,38
1435,Charters Towers - Ayr - Ingham,30/6/2022,2022,6,42136,11
1436,Daly - Tiwi - West Arnhem,30/6/2022,2022,6,18120,NA
1437,Darwin_Region,30/6/2022,2022,6,86500,60
1438,East Arnhem,30/6/2022,2022,6,14589,6
1439,East Pilbara,30/6/2022,2022,6,27294,21
1440,Far North,30/6/2022,2022,6,33203,43
1441,Innisfail - Cassowary Coast,30/6/2022,2022,6,36020,3
1442,Katherine,30/6/2022,2022,6,21335,1
1443,Kimberley,30/6/2022,2022,6,38932,46
1444,Litchfield,30/6/2022,2022,6,22758,NA
1445,Mackay,30/6/2022,2022,6,125162,9
1446,Outback - North,30/6/2022,2022,6,31172,29
1447,Palmerston,30/6/2022,2022,6,40324,7
1448,Port Douglas - Daintree,30/6/2022,2022,6,12604,4
1449,Tablelands (East) - Kuranda,30/6/2022,2022,6,43928,10
1450,Townsville,30/6/2022,2022,6,198622,35
1451,West Pilbara,30/6/2022,2022,6,31610,16
1452,Whitsunday,30/6/2022,2022,6,24283,1
1453,Alice Springs,31/7/2022,2022,7,41043,91
1454,Barkly,31/7/2022,2022,7,6033,2
1455,Bowen Basin - North,31/7/2022,2022,7,37067,1
1456,Cairns_Region,31/7/2022,2022,7,168527,30
1457,Charters Towers - Ayr - Ingham,31/7/2022,2022,7,42136,7
1458,Daly - Tiwi - West Arnhem,31/7/2022,2022,7,18120,NA
1459,Darwin_Region,31/7/2022,2022,7,86500,62
1460,East Arnhem,31/7/2022,2022,7,14589,9
1461,East Pilbara,31/7/2022,2022,7,27294,12
1462,Far North,31/7/2022,2022,7,33203,41
1463,Innisfail - Cassowary Coast,31/7/2022,2022,7,36020,9
1464,Katherine,31/7/2022,2022,7,21335,8
1465,Kimberley,31/7/2022,2022,7,38932,37
1466,Litchfield,31/7/2022,2022,7,22758,NA
1467,Mackay,31/7/2022,2022,7,125162,7
1468,Outback - North,31/7/2022,2022,7,31172,25
1469,Palmerston,31/7/2022,2022,7,40324,9
1470,Port Douglas - Daintree,31/7/2022,2022,7,12604,3
1471,Tablelands (East) - Kuranda,31/7/2022,2022,7,43928,8
1472,Townsville,31/7/2022,2022,7,198622,26
1473,West Pilbara,31/7/2022,2022,7,31610,13
1474,Whitsunday,31/7/2022,2022,7,24283,3
1475,Alice Springs,31/8/2022,2022,8,41043,103
1476,Barkly,31/8/2022,2022,8,6033,2
1477,Bowen Basin - North,31/8/2022,2022,8,37067,0
1478,Cairns_Region,31/8/2022,2022,8,168527,37
1479,Charters Towers - Ayr - Ingham,31/8/2022,2022,8,42136,7
1480,Daly - Tiwi - West Arnhem,31/8/2022,2022,8,18120,NA
1481,Darwin_Region,31/8/2022,2022,8,86500,56
1482,East Arnhem,31/8/2022,2022,8,14589,9
1483,East Pilbara,31/8/2022,2022,8,27294,18
1484,Far North,31/8/2022,2022,8,33203,41
1485,Innisfail - Cassowary Coast,31/8/2022,2022,8,36020,8
1486,Katherine,31/8/2022,2022,8,21335,NA
1487,Kimberley,31/8/2022,2022,8,38932,41
1488,Litchfield,31/8/2022,2022,8,22758,NA
1489,Mackay,31/8/2022,2022,8,125162,8
1490,Outback - North,31/8/2022,2022,8,31172,33
1491,Palmerston,31/8/2022,2022,8,40324,6
1492,Port Douglas - Daintree,31/8/2022,2022,8,12604,1
1493,Tablelands (East) - Kuranda,31/8/2022,2022,8,43928,11
1494,Townsville,31/8/2022,2022,8,198622,19
1495,West Pilbara,31/8/2022,2022,8,31610,17
1496,Whitsunday,31/8/2022,2022,8,24283,1
1497,Alice Springs,30/9/2022,2022,9,41043,105
1498,Barkly,30/9/2022,2022,9,6033,1
1499,Bowen Basin - North,30/9/2022,2022,9,37067,0
1500,Cairns_Region,30/9/2022,2022,9,168527,20
1501,Charters Towers - Ayr - Ingham,30/9/2022,2022,9,42136,8
1502,Daly - Tiwi - West Arnhem,30/9/2022,2022,9,18120,NA
1503,Darwin_Region,30/9/2022,2022,9,86500,71
1504,East Arnhem,30/9/2022,2022,9,14589,10
1505,East Pilbara,30/9/2022,2022,9,27294,16
1506,Far North,30/9/2022,2022,9,33203,43
1507,Innisfail - Cassowary Coast,30/9/2022,2022,9,36020,5
1508,Katherine,30/9/2022,2022,9,21335,NA
