"","region","date","year","month","popn","obs","p","rate","obs.noise"
"643","Charters Towers - Ayr - Ingham",2019-06-30,2019,6,42059,20,0.000475522,4.755224803,19
"644","Daly - Tiwi - West Arnhem",2019-06-30,2019,6,17917,3,0.000167439,1.674387453,2
"645","Darwin_Region",2019-06-30,2019,6,86771,72,0.00082977,8.29770315,71
"646","East Arnhem",2019-06-30,2019,6,14502,8,0.000551648,5.516480485,7
"647","East Pilbara",2019-06-30,2019,6,26257,2,7.61701641467037e-05,0.761701641,1
"648","Far North",2019-06-30,2019,6,33323,55,0.001650512,16.50511659,54
"649","Innisfail - Cassowary Coast",2019-06-30,2019,6,35833,7,0.000195351,1.953506544,6
"650","Katherine",2019-06-30,2019,6,21032,38,0.001806771,18.06770635,37
"651","Kimberley",2019-06-30,2019,6,37559,3,7.98743310524774e-05,0.798743311,2
"652","Litchfield",2019-06-30,2019,6,23563,2,8.48788354623775e-05,0.848788355,1
"653","Mackay",2019-06-30,2019,6,119665,10,8.35666234905779e-05,0.835666235,9
"654","Outback - North",2019-06-30,2019,6,30838,43,0.001394384,13.94383553,42
"655","Palmerston",2019-06-30,2019,6,38212,22,0.000575735,5.757353711,21
"656","Port Douglas - Daintree",2019-06-30,2019,6,12242,2,0.000163372,1.63371998,1
"657","Tablelands (East) - Kuranda",2019-06-30,2019,6,42615,8,0.000187727,1.877273261,7
"658","Townsville",2019-06-30,2019,6,193951,44,0.000226861,2.268614238,43
"659","West Pilbara",2019-06-30,2019,6,32917,2,6.07588783911049e-05,0.607588784,1
"660","Whitsunday",2019-06-30,2019,6,23013,4,0.000173815,1.738148003,3
"661","Alice Springs",2019-07-31,2019,7,40128,21,0.000523325,5.233253589,20
"662","Barkly",2019-07-31,2019,7,6028,26,0.004313205,43.13205043,25
"663","Bowen Basin - North",2019-07-31,2019,7,35095,4,0.000113976,1.139763499,3
"664","Cairns_Region",2019-07-31,2019,7,163733,32,0.00019544,1.954401373,31
"665","Charters Towers - Ayr - Ingham",2019-07-31,2019,7,42059,14,0.000332866,3.328657362,13
"666","Daly - Tiwi - West Arnhem",2019-07-31,2019,7,17917,2,0.000111626,1.116258302,1
"667","Darwin_Region",2019-07-31,2019,7,86771,67,0.000772147,7.721473764,66
"668","East Arnhem",2019-07-31,2019,7,14502,11,0.000758516,7.585160667,10
"669","East Pilbara",2019-07-31,2019,7,26257,1,3.80850820733519e-05,0.380850821,0
"670","Far North",2019-07-31,2019,7,33323,70,0.002100651,21.00651202,69
"671","Innisfail - Cassowary Coast",2019-07-31,2019,7,35833,13,0.000362794,3.627940725,12
"672","Katherine",2019-07-31,2019,7,21032,44,0.00209205,20.92050209,43
"673","Kimberley",2019-07-31,2019,7,37559,0,0,0,0
"674","Litchfield",2019-07-31,2019,7,23563,0,0,0,0
"675","Mackay",2019-07-31,2019,7,119665,10,8.35666234905779e-05,0.835666235,9
"676","Outback - North",2019-07-31,2019,7,30838,29,0.000940398,9.4039821,28
"677","Palmerston",2019-07-31,2019,7,38212,15,0.000392547,3.925468439,14
"678","Port Douglas - Daintree",2019-07-31,2019,7,12242,2,0.000163372,1.63371998,1
"679","Tablelands (East) - Kuranda",2019-07-31,2019,7,42615,9,0.000211193,2.111932418,8
"680","Townsville",2019-07-31,2019,7,193951,36,0.000185614,1.856138922,35
"681","West Pilbara",2019-07-31,2019,7,32917,2,6.07588783911049e-05,0.607588784,1
"682","Whitsunday",2019-07-31,2019,7,23013,1,4.3453700082562e-05,0.434537001,0
"683","Alice Springs",2019-08-31,2019,8,40128,16,0.000398724,3.987240829,15
"684","Barkly",2019-08-31,2019,8,6028,29,0.004810883,48.10882548,28
"685","Bowen Basin - North",2019-08-31,2019,8,35095,9,0.000256447,2.564467873,8
"686","Cairns_Region",2019-08-31,2019,8,163733,44,0.00026873,2.687301888,43
"687","Charters Towers - Ayr - Ingham",2019-08-31,2019,8,42059,18,0.00042797,4.279702323,17
"688","Daly - Tiwi - West Arnhem",2019-08-31,2019,8,17917,NA,NA,NA,NA
"689","Darwin_Region",2019-08-31,2019,8,86771,68,0.000783672,7.836719641,67
"690","East Arnhem",2019-08-31,2019,8,14502,12,0.000827472,8.274720728,11
"691","East Pilbara",2019-08-31,2019,8,26257,1,3.80850820733519e-05,0.380850821,0
"692","Far North",2019-08-31,2019,8,33323,61,0.001830567,18.30567476,60
"693","Innisfail - Cassowary Coast",2019-08-31,2019,8,35833,4,0.000111629,1.116289454,3
"694","Katherine",2019-08-31,2019,8,21032,47,0.00223469,22.34689996,46
"695","Kimberley",2019-08-31,2019,8,37559,2,5.3249554034985e-05,0.53249554,1
"696","Litchfield",2019-08-31,2019,8,23563,0,0,0,0
"697","Mackay",2019-08-31,2019,8,119665,12,0.00010028,1.002799482,11
"698","Outback - North",2019-08-31,2019,8,30838,32,0.001037681,10.37680783,31
"699","Palmerston",2019-08-31,2019,8,38212,19,0.000497226,4.972260023,18
"700","Port Douglas - Daintree",2019-08-31,2019,8,12242,2,0.000163372,1.63371998,1
"701","Tablelands (East) - Kuranda",2019-08-31,2019,8,42615,7,0.000164261,1.642614103,6
"702","Townsville",2019-08-31,2019,8,193951,26,0.000134054,1.340544777,25
"703","West Pilbara",2019-08-31,2019,8,32917,2,6.07588783911049e-05,0.607588784,1
"704","Whitsunday",2019-08-31,2019,8,23013,1,4.3453700082562e-05,0.434537001,0
"705","Alice Springs",2019-09-30,2019,9,40128,27,0.000672847,6.7284689,26
"706","Barkly",2019-09-30,2019,9,6028,25,0.004147313,41.47312541,24
"707","Bowen Basin - North",2019-09-30,2019,9,35095,1,2.84940874768486e-05,0.284940875,0
"708","Cairns_Region",2019-09-30,2019,9,163733,46,0.000280945,2.809451974,45
"709","Charters Towers - Ayr - Ingham",2019-09-30,2019,9,42059,9,0.000213985,2.139851161,8
"710","Daly - Tiwi - West Arnhem",2019-09-30,2019,9,17917,0,0,0,0
"711","Darwin_Region",2019-09-30,2019,9,86771,67,0.000772147,7.721473764,66
"712","East Arnhem",2019-09-30,2019,9,14502,13,0.000896428,8.964280789,12
"713","East Pilbara",2019-09-30,2019,9,26257,4,0.00015234,1.523403283,3
"714","Far North",2019-09-30,2019,9,33323,40,0.001200372,12.00372115,39
"715","Innisfail - Cassowary Coast",2019-09-30,2019,9,35833,6,0.000167443,1.674434181,5
"716","Katherine",2019-09-30,2019,9,21032,28,0.001331305,13.31304679,27
"717","Kimberley",2019-09-30,2019,9,37559,3,7.98743310524774e-05,0.798743311,2
"718","Litchfield",2019-09-30,2019,9,23563,0,0,0,0
"719","Mackay",2019-09-30,2019,9,119665,5,4.17833117452889e-05,0.417833117,4
"720","Outback - North",2019-09-30,2019,9,30838,26,0.000843116,8.431156366,25
"721","Palmerston",2019-09-30,2019,9,38212,11,0.000287868,2.878676855,10
"722","Port Douglas - Daintree",2019-09-30,2019,9,12242,3,0.000245058,2.450579971,2
"723","Tablelands (East) - Kuranda",2019-09-30,2019,9,42615,11,0.000258125,2.581250733,10
"724","Townsville",2019-09-30,2019,9,193951,29,0.000149522,1.49522302,28
"725","West Pilbara",2019-09-30,2019,9,32917,2,6.07588783911049e-05,0.607588784,1
"726","Whitsunday",2019-09-30,2019,9,23013,2,8.69074001651241e-05,0.869074002,1
"727","Alice Springs",2019-10-31,2019,10,40128,8,0.000199362,1.993620415,7
"728","Barkly",2019-10-31,2019,10,6028,29,0.004810883,48.10882548,28
"729","Bowen Basin - North",2019-10-31,2019,10,35095,3,8.54822624305457e-05,0.854822624,2
"730","Cairns_Region",2019-10-31,2019,10,163733,34,0.000207655,2.076551459,33
"731","Charters Towers - Ayr - Ingham",2019-10-31,2019,10,42059,12,0.000285313,2.853134882,11
"732","Daly - Tiwi - West Arnhem",2019-10-31,2019,10,17917,2,0.000111626,1.116258302,1
"733","Darwin_Region",2019-10-31,2019,10,86771,79,0.000910442,9.104424289,78
"734","East Arnhem",2019-10-31,2019,10,14502,10,0.00068956,6.895600607,9
"735","East Pilbara",2019-10-31,2019,10,26257,0,0,0,0
"736","Far North",2019-10-31,2019,10,33323,54,0.001620502,16.20502356,53
"737","Innisfail - Cassowary Coast",2019-10-31,2019,10,35833,7,0.000195351,1.953506544,6
"738","Katherine",2019-10-31,2019,10,21032,47,0.00223469,22.34689996,46
"739","Kimberley",2019-10-31,2019,10,37559,3,7.98743310524774e-05,0.798743311,2
"740","Litchfield",2019-10-31,2019,10,23563,0,0,0,0
"741","Mackay",2019-10-31,2019,10,119665,8,6.68532987924623e-05,0.668532988,7
"742","Outback - North",2019-10-31,2019,10,30838,50,0.001621376,16.21376224,49
"743","Palmerston",2019-10-31,2019,10,38212,17,0.000444886,4.448864231,16
"744","Port Douglas - Daintree",2019-10-31,2019,10,12242,3,0.000245058,2.450579971,2
"745","Tablelands (East) - Kuranda",2019-10-31,2019,10,42615,15,0.000351989,3.519887364,14
"746","Townsville",2019-10-31,2019,10,193951,41,0.000211394,2.113935994,40
"747","West Pilbara",2019-10-31,2019,10,32917,0,0,0,0
"748","Whitsunday",2019-10-31,2019,10,23013,1,4.3453700082562e-05,0.434537001,0
"749","Alice Springs",2019-11-30,2019,11,40128,10,0.000249203,2.492025518,9
"750","Barkly",2019-11-30,2019,11,6028,26,0.004313205,43.13205043,25
"751","Bowen Basin - North",2019-11-30,2019,11,35095,1,2.84940874768486e-05,0.284940875,0
"752","Cairns_Region",2019-11-30,2019,11,163733,36,0.00021987,2.198701545,35
"753","Charters Towers - Ayr - Ingham",2019-11-30,2019,11,42059,10,0.000237761,2.377612402,9
"754","Daly - Tiwi - West Arnhem",2019-11-30,2019,11,17917,4,0.000223252,2.232516604,3
"755","Darwin_Region",2019-11-30,2019,11,86771,66,0.000760623,7.606227887,65
"756","East Arnhem",2019-11-30,2019,11,14502,16,0.001103296,11.03296097,15
"757","East Pilbara",2019-11-30,2019,11,26257,4,0.00015234,1.523403283,3
"758","Far North",2019-11-30,2019,11,33323,46,0.001380428,13.80427933,45
"759","Innisfail - Cassowary Coast",2019-11-30,2019,11,35833,6,0.000167443,1.674434181,5
"760","Katherine",2019-11-30,2019,11,21032,45,0.002139597,21.39596805,44
"761","Kimberley",2019-11-30,2019,11,37559,4,0.000106499,1.064991081,3
"762","Litchfield",2019-11-30,2019,11,23563,2,8.48788354623775e-05,0.848788355,1
"763","Mackay",2019-11-30,2019,11,119665,9,7.52099611415201e-05,0.752099611,8
"764","Outback - North",2019-11-30,2019,11,30838,54,0.001751086,17.51086322,53
"765","Palmerston",2019-11-30,2019,11,38212,17,0.000444886,4.448864231,16
"766","Port Douglas - Daintree",2019-11-30,2019,11,12242,2,0.000163372,1.63371998,1
"767","Tablelands (East) - Kuranda",2019-11-30,2019,11,42615,11,0.000258125,2.581250733,10
"768","Townsville",2019-11-30,2019,11,193951,38,0.000195926,1.959257751,37
"769","West Pilbara",2019-11-30,2019,11,32917,NA,NA,NA,NA
"770","Whitsunday",2019-11-30,2019,11,23013,1,4.3453700082562e-05,0.434537001,0
"771","Alice Springs",2019-12-31,2019,12,40128,17,0.000423644,4.236443381,16
"772","Barkly",2019-12-31,2019,12,6028,20,0.00331785,33.17850033,19
"773","Bowen Basin - North",2019-12-31,2019,12,35095,1,2.84940874768486e-05,0.284940875,0
"774","Cairns_Region",2019-12-31,2019,12,163733,45,0.000274838,2.748376931,44
"775","Charters Towers - Ayr - Ingham",2019-12-31,2019,12,42059,19,0.000451746,4.517463563,18
"776","Daly - Tiwi - West Arnhem",2019-12-31,2019,12,17917,5,0.000279065,2.790645755,4
"777","Darwin_Region",2019-12-31,2019,12,86771,72,0.00082977,8.29770315,71
"778","East Arnhem",2019-12-31,2019,12,14502,14,0.000965384,9.65384085,13
"779","East Pilbara",2019-12-31,2019,12,26257,1,3.80850820733519e-05,0.380850821,0
"780","Far North",2019-12-31,2019,12,33323,52,0.001560484,15.6048375,51
"781","Innisfail - Cassowary Coast",2019-12-31,2019,12,35833,13,0.000362794,3.627940725,12
"782","Katherine",2019-12-31,2019,12,21032,53,0.00251997,25.1996957,52
"783","Kimberley",2019-12-31,2019,12,37559,0,0,0,0
"784","Litchfield",2019-12-31,2019,12,23563,1,4.24394177311887e-05,0.424394177,0
"785","Mackay",2019-12-31,2019,12,119665,11,9.19232858396356e-05,0.919232858,10
"786","Outback - North",2019-12-31,2019,12,30838,57,0.001848369,18.48368896,56
"787","Palmerston",2019-12-31,2019,12,38212,23,0.000601905,6.019051607,22
"788","Port Douglas - Daintree",2019-12-31,2019,12,12242,8,0.000653488,6.534879922,7
"789","Tablelands (East) - Kuranda",2019-12-31,2019,12,42615,9,0.000211193,2.111932418,8
"790","Townsville",2019-12-31,2019,12,193951,40,0.000206238,2.06237658,39
"791","West Pilbara",2019-12-31,2019,12,32917,1,3.03794391955524e-05,0.303794392,0
"792","Whitsunday",2019-12-31,2019,12,23013,2,8.69074001651241e-05,0.869074002,1
"793","Alice Springs",2020-01-31,2020,1,40421,19,0.000470053,4.700526954,18
"794","Barkly",2020-01-31,2020,1,6053,41,0.006773501,67.73500743,40
"795","Bowen Basin - North",2020-01-31,2020,1,35865,3,8.36470096194061e-05,0.836470096,2
"796","Cairns_Region",2020-01-31,2020,1,165350,55,0.000332628,3.326277593,54
"797","Charters Towers - Ayr - Ingham",2020-01-31,2020,1,41999,27,0.000642872,6.428724493,26
"798","Daly - Tiwi - West Arnhem",2020-01-31,2020,1,18017,0,0,0,0
"799","Darwin_Region",2020-01-31,2020,1,86853,112,0.001289535,12.89535192,111
"800","East Arnhem",2020-01-31,2020,1,14526,16,0.001101473,11.0147322,15
"801","East Pilbara",2020-01-31,2020,1,26691,54,0.002023154,20.23153872,53
"802","Far North",2020-01-31,2020,1,33223,73,0.002197273,21.97272974,72
"803","Innisfail - Cassowary Coast",2020-01-31,2020,1,35946,14,0.000389473,3.894730985,13
"804","Katherine",2020-01-31,2020,1,21121,64,0.00303016,30.30159557,63
"805","Kimberley",2020-01-31,2020,1,38254,182,0.004757672,47.576724,181
"806","Litchfield",2020-01-31,2020,1,23002,2,8.69489609599165e-05,0.86948961,1
"807","Mackay",2020-01-31,2020,1,121612,16,0.000131566,1.315659639,15
"808","Outback - North",2020-01-31,2020,1,31092,73,0.002347871,23.47870835,72
"809","Palmerston",2020-01-31,2020,1,38950,34,0.000872914,8.729139923,33
"810","Port Douglas - Daintree",2020-01-31,2020,1,12310,5,0.000406174,4.061738424,4
"811","Tablelands (East) - Kuranda",2020-01-31,2020,1,43119,21,0.000487024,4.870242816,20
"812","Townsville",2020-01-31,2020,1,195071,52,0.00026657,2.66569608,51
"813","West Pilbara",2020-01-31,2020,1,32242,29,0.000899448,8.994479251,28
"814","Whitsunday",2020-01-31,2020,1,23490,0,0,0,0
"815","Alice Springs",2020-02-29,2020,2,40421,16,0.000395834,3.958338487,15
"816","Barkly",2020-02-29,2020,2,6053,47,0.007764745,77.64744755,46
"817","Bowen Basin - North",2020-02-29,2020,2,35865,5,0.000139412,1.394116827,4
"818","Cairns_Region",2020-02-29,2020,2,165350,68,0.000411249,4.11248866,67
"819","Charters Towers - Ayr - Ingham",2020-02-29,2020,2,41999,25,0.000595252,5.952522679,24
"820","Daly - Tiwi - West Arnhem",2020-02-29,2020,2,18017,5,0.000277516,2.775156796,4
"821","Darwin_Region",2020-02-29,2020,2,86853,100,0.001151371,11.51370707,99
"822","East Arnhem",2020-02-29,2020,2,14526,16,0.001101473,11.0147322,15
"823","East Pilbara",2020-02-29,2020,2,26691,38,0.001423701,14.23700873,37
"824","Far North",2020-02-29,2020,2,33223,69,0.002076874,20.76874454,68
"825","Innisfail - Cassowary Coast",2020-02-29,2020,2,35946,7,0.000194737,1.947365493,6
"826","Katherine",2020-02-29,2020,2,21121,73,0.003456276,34.56275745,72
"827","Kimberley",2020-02-29,2020,2,38254,162,0.004234851,42.34851257,161
"828","Litchfield",2020-02-29,2020,2,23002,0,0,0,0
"829","Mackay",2020-02-29,2020,2,121612,22,0.000180903,1.809032003,21
"830","Outback - North",2020-02-29,2020,2,31092,74,0.002380033,23.80033449,73
"831","Palmerston",2020-02-29,2020,2,38950,18,0.000462131,4.621309371,17
"832","Port Douglas - Daintree",2020-02-29,2020,2,12310,10,0.000812348,8.123476848,9
"833","Tablelands (East) - Kuranda",2020-02-29,2020,2,43119,27,0.000626174,6.261740764,26
"834","Townsville",2020-02-29,2020,2,195071,47,0.000240938,2.409379149,46
"835","West Pilbara",2020-02-29,2020,2,32242,27,0.000837417,8.374170337,26
"836","Whitsunday",2020-02-29,2020,2,23490,4,0.000170285,1.702852278,3
"837","Alice Springs",2020-03-31,2020,3,40421,19,0.000470053,4.700526954,18
"838","Barkly",2020-03-31,2020,3,6053,38,0.006277879,62.77878738,37
"839","Bowen Basin - North",2020-03-31,2020,3,35865,1,2.7882336539802e-05,0.278823365,0
"840","Cairns_Region",2020-03-31,2020,3,165350,40,0.000241911,2.419110977,39
"841","Charters Towers - Ayr - Ingham",2020-03-31,2020,3,41999,13,0.000309531,3.095311793,12
"842","Daly - Tiwi - West Arnhem",2020-03-31,2020,3,18017,2,0.000111006,1.110062719,1
"843","Darwin_Region",2020-03-31,2020,3,86853,97,0.00111683,11.16829586,96
"844","East Arnhem",2020-03-31,2020,3,14526,14,0.000963789,9.637890679,13
"845","East Pilbara",2020-03-31,2020,3,26691,36,0.001348769,13.48769248,35
"846","Far North",2020-03-31,2020,3,33223,52,0.001565181,15.65180748,51
"847","Innisfail - Cassowary Coast",2020-03-31,2020,3,35946,11,0.000306015,3.060145774,10
"848","Katherine",2020-03-31,2020,3,21121,39,0.001846503,18.4650348,38
"849","Kimberley",2020-03-31,2020,3,38254,100,0.002614106,26.14105714,99
"850","Litchfield",2020-03-31,2020,3,23002,1,4.34744804799583e-05,0.434744805,0
"851","Mackay",2020-03-31,2020,3,121612,19,0.000156235,1.562345821,18
"852","Outback - North",2020-03-31,2020,3,31092,49,0.001575968,15.75968095,48
"853","Palmerston",2020-03-31,2020,3,38950,21,0.000539153,5.391527599,20
"854","Port Douglas - Daintree",2020-03-31,2020,3,12310,4,0.000324939,3.249390739,3
"855","Tablelands (East) - Kuranda",2020-03-31,2020,3,43119,30,0.000695749,6.957489738,29
"856","Townsville",2020-03-31,2020,3,195071,50,0.000256317,2.563169308,49
"857","West Pilbara",2020-03-31,2020,3,32242,29,0.000899448,8.994479251,28
"858","Whitsunday",2020-03-31,2020,3,23490,2,8.51426138782461e-05,0.851426139,1
"859","Alice Springs",2020-04-30,2020,4,40421,12,0.000296875,2.968753866,11
"860","Barkly",2020-04-30,2020,4,6053,35,0.005782257,57.82256732,34
"861","Bowen Basin - North",2020-04-30,2020,4,35865,0,0,0,0
"862","Cairns_Region",2020-04-30,2020,4,165350,30,0.000181433,1.814333233,29
"863","Charters Towers - Ayr - Ingham",2020-04-30,2020,4,41999,15,0.000357151,3.571513607,14
"864","Daly - Tiwi - West Arnhem",2020-04-30,2020,4,18017,4,0.000222013,2.220125437,3
"865","Darwin_Region",2020-04-30,2020,4,86853,58,0.000667795,6.6779501,57
"866","East Arnhem",2020-04-30,2020,4,14526,12,0.000826105,8.261049153,11
"867","East Pilbara",2020-04-30,2020,4,26691,17,0.000636919,6.369188116,16
"868","Far North",2020-04-30,2020,4,33223,47,0.001414683,14.14682599,46
"869","Innisfail - Cassowary Coast",2020-04-30,2020,4,35946,9,0.000250376,2.503755633,8
"870","Katherine",2020-04-30,2020,4,21121,38,0.001799157,17.99157237,37
"871","Kimberley",2020-04-30,2020,4,38254,79,0.002065144,20.65143514,78
"872","Litchfield",2020-04-30,2020,4,23002,0,0,0,0
"873","Mackay",2020-04-30,2020,4,121612,19,0.000156235,1.562345821,18
"874","Outback - North",2020-04-30,2020,4,31092,35,0.001125691,11.25691496,34
"875","Palmerston",2020-04-30,2020,4,38950,17,0.000436457,4.364569961,16
"876","Port Douglas - Daintree",2020-04-30,2020,4,12310,4,0.000324939,3.249390739,3
"877","Tablelands (East) - Kuranda",2020-04-30,2020,4,43119,17,0.000394258,3.942577518,16
"878","Townsville",2020-04-30,2020,4,195071,43,0.000220433,2.204325605,42
"879","West Pilbara",2020-04-30,2020,4,32242,25,0.000775386,7.753861423,24
"880","Whitsunday",2020-04-30,2020,4,23490,2,8.51426138782461e-05,0.851426139,1
"881","Alice Springs",2020-05-31,2020,5,40421,20,0.000494792,4.947923109,19
"882","Barkly",2020-05-31,2020,5,6053,36,0.005947464,59.47464067,35
"883","Bowen Basin - North",2020-05-31,2020,5,35865,1,2.7882336539802e-05,0.278823365,0
"884","Cairns_Region",2020-05-31,2020,5,165350,34,0.000205624,2.05624433,33
"885","Charters Towers - Ayr - Ingham",2020-05-31,2020,5,41999,15,0.000357151,3.571513607,14
"886","Daly - Tiwi - West Arnhem",2020-05-31,2020,5,18017,3,0.000166509,1.665094078,2
"887","Darwin_Region",2020-05-31,2020,5,86853,55,0.000633254,6.332538888,54
"888","East Arnhem",2020-05-31,2020,5,14526,11,0.000757263,7.57262839,10
"889","East Pilbara",2020-05-31,2020,5,26691,25,0.000936645,9.366453112,24
"890","Far North",2020-05-31,2020,5,33223,61,0.001836077,18.36077416,60
"891","Innisfail - Cassowary Coast",2020-05-31,2020,5,35946,11,0.000306015,3.060145774,10
"892","Katherine",2020-05-31,2020,5,21121,42,0.001988542,19.88542209,41
"893","Kimberley",2020-05-31,2020,5,38254,93,0.002431118,24.31118314,92
"894","Litchfield",2020-05-31,2020,5,23002,0,0,0,0
"895","Mackay",2020-05-31,2020,5,121612,12,9.86744729138572e-05,0.986744729,11
"896","Outback - North",2020-05-31,2020,5,31092,33,0.001061366,10.61366268,32
"897","Palmerston",2020-05-31,2020,5,38950,11,0.000282413,2.824133504,10
"898","Port Douglas - Daintree",2020-05-31,2020,5,12310,1,8.12347684809098e-05,0.812347685,0
"899","Tablelands (East) - Kuranda",2020-05-31,2020,5,43119,16,0.000371066,3.710661193,15
"900","Townsville",2020-05-31,2020,5,195071,31,0.000158916,1.589164971,30
"901","West Pilbara",2020-05-31,2020,5,32242,24,0.000744371,7.443706966,23
"902","Whitsunday",2020-05-31,2020,5,23490,0,0,0,0
"903","Alice Springs",2020-06-30,2020,6,40421,16,0.000395834,3.958338487,15
"904","Barkly",2020-06-30,2020,6,6053,43,0.007103915,71.03915414,42
"905","Bowen Basin - North",2020-06-30,2020,6,35865,2,5.57646730796041e-05,0.557646731,1
"906","Cairns_Region",2020-06-30,2020,6,165350,31,0.000187481,1.874811007,30
"907","Charters Towers - Ayr - Ingham",2020-06-30,2020,6,41999,6,0.000142861,1.428605443,5
"908","Daly - Tiwi - West Arnhem",2020-06-30,2020,6,18017,5,0.000277516,2.775156796,4
"909","Darwin_Region",2020-06-30,2020,6,86853,72,0.000828987,8.289869089,71
"910","East Arnhem",2020-06-30,2020,6,14526,12,0.000826105,8.261049153,11
"911","East Pilbara",2020-06-30,2020,6,26691,26,0.000974111,9.741111236,25
"912","Far North",2020-06-30,2020,6,33223,35,0.001053487,10.53487042,34
"913","Innisfail - Cassowary Coast",2020-06-30,2020,6,35946,13,0.000361654,3.616535915,12
"914","Katherine",2020-06-30,2020,6,21121,43,0.002035888,20.35888452,42
"915","Kimberley",2020-06-30,2020,6,38254,86,0.002248131,22.48130914,85
"916","Litchfield",2020-06-30,2020,6,23002,1,4.34744804799583e-05,0.434744805,0
"917","Mackay",2020-06-30,2020,6,121612,15,0.000123343,1.233430911,14
"918","Outback - North",2020-06-30,2020,6,31092,34,0.001093529,10.93528882,33
"919","Palmerston",2020-06-30,2020,6,38950,9,0.000231065,2.310654685,8
"920","Port Douglas - Daintree",2020-06-30,2020,6,12310,5,0.000406174,4.061738424,4
"921","Tablelands (East) - Kuranda",2020-06-30,2020,6,43119,12,0.0002783,2.782995895,11
"922","Townsville",2020-06-30,2020,6,195071,35,0.000179422,1.794218515,34
"923","West Pilbara",2020-06-30,2020,6,32242,19,0.000589293,5.892934681,18
"924","Whitsunday",2020-06-30,2020,6,23490,3,0.000127714,1.277139208,2
"925","Alice Springs",2020-07-31,2020,7,40421,15,0.000371094,3.710942332,14
"926","Barkly",2020-07-31,2020,7,6053,41,0.006773501,67.73500743,40
"927","Bowen Basin - North",2020-07-31,2020,7,35865,2,5.57646730796041e-05,0.557646731,1
"928","Cairns_Region",2020-07-31,2020,7,165350,35,0.000211672,2.116722105,34
"929","Charters Towers - Ayr - Ingham",2020-07-31,2020,7,41999,9,0.000214291,2.142908164,8
"930","Daly - Tiwi - West Arnhem",2020-07-31,2020,7,18017,4,0.000222013,2.220125437,3
"931","Darwin_Region",2020-07-31,2020,7,86853,65,0.000748391,7.483909594,64
"932","East Arnhem",2020-07-31,2020,7,14526,13,0.000894947,8.949469916,12
"933","East Pilbara",2020-07-31,2020,7,26691,25,0.000936645,9.366453112,24
"934","Far North",2020-07-31,2020,7,33223,46,0.001384583,13.8458297,45
"935","Innisfail - Cassowary Coast",2020-07-31,2020,7,35946,6,0.000166917,1.669170422,5
"936","Katherine",2020-07-31,2020,7,21121,39,0.001846503,18.4650348,38
"937","Kimberley",2020-07-31,2020,7,38254,84,0.002195849,21.958488,83
"938","Litchfield",2020-07-31,2020,7,23002,0,0,0,0
"939","Mackay",2020-07-31,2020,7,121612,14,0.00011512,1.151202184,13
"940","Outback - North",2020-07-31,2020,7,31092,40,0.001286505,12.86504567,39
"941","Palmerston",2020-07-31,2020,7,38950,12,0.000308087,3.080872914,11
"942","Port Douglas - Daintree",2020-07-31,2020,7,12310,4,0.000324939,3.249390739,3
"943","Tablelands (East) - Kuranda",2020-07-31,2020,7,43119,20,0.000463833,4.638326492,19
"944","Townsville",2020-07-31,2020,7,195071,21,0.000107653,1.076531109,20
"945","West Pilbara",2020-07-31,2020,7,32242,13,0.000403201,4.03200794,12
"946","Whitsunday",2020-07-31,2020,7,23490,1,4.2571306939123e-05,0.425713069,0
"947","Alice Springs",2020-08-31,2020,8,40421,15,0.000371094,3.710942332,14
"948","Barkly",2020-08-31,2020,8,6053,38,0.006277879,62.77878738,37
"949","Bowen Basin - North",2020-08-31,2020,8,35865,1,2.7882336539802e-05,0.278823365,0
"950","Cairns_Region",2020-08-31,2020,8,165350,28,0.000169338,1.693377684,27
"951","Charters Towers - Ayr - Ingham",2020-08-31,2020,8,41999,7,0.000166671,1.66670635,6
"952","Daly - Tiwi - West Arnhem",2020-08-31,2020,8,18017,5,0.000277516,2.775156796,4
"953","Darwin_Region",2020-08-31,2020,8,86853,76,0.000875042,8.750417372,75
"954","East Arnhem",2020-08-31,2020,8,14526,14,0.000963789,9.637890679,13
"955","East Pilbara",2020-08-31,2020,8,26691,22,0.000824248,8.242478738,21
"956","Far North",2020-08-31,2020,8,33223,39,0.001173886,11.73885561,38
"957","Innisfail - Cassowary Coast",2020-08-31,2020,8,35946,8,0.000222556,2.225560563,7
"958","Katherine",2020-08-31,2020,8,21121,49,0.002319966,23.19965911,48
"959","Kimberley",2020-08-31,2020,8,38254,96,0.002509541,25.09541486,95
"960","Litchfield",2020-08-31,2020,8,23002,1,4.34744804799583e-05,0.434744805,0
"961","Mackay",2020-08-31,2020,8,121612,7,5.756010919975e-05,0.575601092,6
"962","Outback - North",2020-08-31,2020,8,31092,42,0.00135083,13.50829795,41
"963","Palmerston",2020-08-31,2020,8,38950,12,0.000308087,3.080872914,11
"964","Port Douglas - Daintree",2020-08-31,2020,8,12310,3,0.000243704,2.437043054,2
"965","Tablelands (East) - Kuranda",2020-08-31,2020,8,43119,10,0.000231916,2.319163246,9
"966","Townsville",2020-08-31,2020,8,195071,27,0.000138411,1.384111426,26
"967","West Pilbara",2020-08-31,2020,8,32242,14,0.000434216,4.342162397,13
"968","Whitsunday",2020-08-31,2020,8,23490,1,4.2571306939123e-05,0.425713069,0
"969","Alice Springs",2020-09-30,2020,9,40421,13,0.000321615,3.216150021,12
